编号,姓名,属性,弱点,数据,imgs
296,幕下力士,格鬥,飛行超能力妖精,身高1.0 m分類毅力寶可夢體重86.4 kg性別/特性厚脂肪毅力特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/afb1e8613ddbbb67651e34b2977d79adcc9867b6.png
297,铁掌力士,格鬥,飛行超能力妖精,身高2.3 m分類猛推寶可夢體重253.8 kg性別/特性厚脂肪毅力特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性毅力陷入異常狀態時，會拿出毅力，攻擊會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3f8fdd2c376fdbe4b6ad58d2718b45037bf1bca1.png
298,露力丽,一般妖精,毒鋼,身高0.2 m分類水珠寶可夢體重2.0 kg性別/特性厚脂肪大力士特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性大力士物理攻擊的威力會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ade062c9da7639429267dd29d9e093edc88c7e82.png
299,朝北鼻,岩石,水草格鬥地面鋼,身高1.0 m分類羅盤寶可夢體重97.0 kg性別/特性結實磁力特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。特性磁力用磁力吸住鋼屬性的寶可夢，使其無法逃走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fd64e4090e0985ef6ee49f5deccc1243987d71e2.png
300,向尾喵,一般,格鬥,身高0.6 m分類小貓寶可夢體重11.0 kg性別/特性迷人之軀一般皮膚特性迷人之軀有時會讓接觸到自己的對手陷入著迷狀態。特性一般皮膚無論是什麼屬性的招式，全部都會變為一般屬性。威力會少量提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/52d8028278c9f61be39821b39ecb0e5fdaf437fa.png
301,优雅猫,一般,格鬥,身高1.1 m分類清高寶可夢體重32.6 kg性別/特性迷人之軀一般皮膚特性迷人之軀有時會讓接觸到自己的對手陷入著迷狀態。特性一般皮膚無論是什麼屬性的招式，全部都會變為一般屬性。威力會少量提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2e210c674cc59abdcfef8561d4008bf6a0714746.png
302,勾魂眼,惡幽靈,妖精,身高0.5 m分類黑暗寶可夢體重11.0 kg性別/特性銳利目光慢出特性銳利目光靠著銳利的目光，命中率不會被降低。特性慢出使出招式的順序必定會變為最後。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fa0be236a62823ea2f16dfe75b68dd597cf316ad.png
302,超级勾魂眼,惡幽靈,妖精,身高0.5 m分類黑暗寶可夢體重161.0 kg性別/特性魔法鏡特性魔法鏡可不受到由對手使出的變化類招式所影響，並將其反彈。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fea5532d8b4234333ba7bfe578b33cdec5001bec.png
303,大嘴娃,鋼妖精,火地面,身高0.6 m分類欺騙寶可夢體重11.5 kg性別/特性怪力鉗威嚇特性怪力鉗因為擁有以力量為傲的鉗子，不會被對手降低攻擊。特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/889dc12582d38d6858844fc6820fc5663b6c11c4.png
303,超级大嘴娃,鋼妖精,火地面,身高1.0 m分類欺騙寶可夢體重23.5 kg性別/特性大力士特性大力士物理攻擊的威力會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/69755ea32b9ecc1e2a2cba1dc44326659586e1b9.png
304,可可多拉,鋼岩石,水格鬥地面,身高0.4 m分類鐵鎧寶可夢體重60.0 kg性別/特性結實堅硬腦袋特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ff57836104f21864d9c6b73460292e4ebbdd1950.png
305,可多拉,鋼岩石,水格鬥地面,身高0.9 m分類鐵鎧寶可夢體重120.0 kg性別/特性結實堅硬腦袋特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/35cc921be4c5981676eaadfb35236eb59afe7160.png
306,波士可多拉,鋼岩石,水格鬥地面,身高2.1 m分類鐵鎧寶可夢體重360.0 kg性別/特性結實堅硬腦袋特性結實在ＨＰ全滿時受到招式攻擊不會被一擊打倒。一擊必殺的招式也沒有效果。特性堅硬腦袋即使使出會受反作用力傷害的招式，ＨＰ也不會減少。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c83c6d2b5959dcaa2c83f8d55613b4cabd2d7361.png
306,超级波士可多拉,鋼,火格鬥地面,身高2.2 m分類鐵鎧寶可夢體重395.0 kg性別/特性過濾特性過濾受到效果絕佳的攻擊時，可減弱其威力。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/2fd918550c8824bdfe9fd6b7340f65df6f829b8e.png
307,玛沙那,格鬥超能力,飛行幽靈妖精,身高0.6 m分類冥想寶可夢體重11.2 kg性別/特性瑜伽之力特性瑜伽之力因瑜伽的力量，物理攻擊的威力會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/3e18d8d058e1e401c5863d031a63778ff7fad255.png
308,恰雷姆,格鬥超能力,飛行幽靈妖精,身高1.3 m分類冥想寶可夢體重31.5 kg性別/特性瑜伽之力特性瑜伽之力因瑜伽的力量，物理攻擊的威力會變為２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/22277aef9f552d52589f1485cbb139ffc6754030.png
309,落雷兽,電,地面,身高0.6 m分類閃電寶可夢體重15.2 kg性別/特性靜電避雷針特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。特性避雷針將電屬性的招式吸引到自己身上，不但不會受到傷害，反而會提高特攻。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/e516fbd2badb639de2f6b4f06628c8652df0bfaf.png
310,雷电兽,電,地面,身高1.5 m分類放電寶可夢體重40.2 kg性別/特性靜電避雷針特性靜電身上帶有靜電，有時會令接觸到的對手麻痺。特性避雷針將電屬性的招式吸引到自己身上，不但不會受到傷害，反而會提高特攻。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/72dc1c948d1d1d1661c1f2135e5d0c084fc39ee6.png
310,超级雷电兽,電,地面,身高1.8 m分類放電寶可夢體重44.0 kg性別/特性威嚇特性威嚇出場時威嚇對手，使其退縮，從而降低對手的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/fedf465b885154684cd80bd1b3a2fb6bffc0a485.png
311,正电拍拍,電,地面,身高0.4 m分類加油寶可夢體重4.2 kg性別/特性正電特性正電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f82fd557ce114e76004cbf6114660cb5908222c7.png
312,负电拍拍,電,地面,身高0.4 m分類加油寶可夢體重4.2 kg性別/特性負電特性負電場上的夥伴之中，如果有正電或負電特性的寶可夢，自己的特攻會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/317110bc394b29a1b4e783f000a3150ca54af50d.png
313,电萤虫,蟲,火飛行岩石,身高0.7 m分類螢火蟲寶可夢體重17.7 kg性別特性發光蟲之預感特性發光透過讓周圍變亮，變得容易遇見野生的寶可夢。特性蟲之預感ＨＰ減少的時候，蟲屬性的招式威力會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/36e87722b0ac2cc117c7fbb61f9176cc9fefb760.png
314,甜甜萤,蟲,火飛行岩石,身高0.6 m分類螢火蟲寶可夢體重17.7 kg性別特性遲鈍有色眼鏡特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性有色眼鏡可將效果不好的招式以正常的威力使出。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6e589fd8b0a08203c0cc934f4b80735a7d23c424.png
315,毒蔷薇,草毒,火冰飛行超能力,身高0.3 m分類荊棘寶可夢體重2.0 kg性別/特性自然回復毒刺特性自然回復異常狀態會在離場後治癒。特性毒刺有時會讓接觸到自己的對手陷入中毒狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/eb1a308886e9b0a734eb27cb2f2740c0632b56c5.png
316,溶食兽,毒,地面超能力,身高0.4 m分類胃袋寶可夢體重10.3 kg性別/特性污泥漿黏著特性污泥漿吸收了污泥漿的對手會因為強烈的惡臭而使得ＨＰ減少。特性黏著道具會黏在具有黏性的身體上，不會被對手奪走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1850cb4846961e0db1adcfd58ec2b9e56f8a262a.png
317,吞食兽,毒,地面超能力,身高1.7 m分類毒袋寶可夢體重80.0 kg性別/特性污泥漿黏著特性污泥漿吸收了污泥漿的對手會因為強烈的惡臭而使得ＨＰ減少。特性黏著道具會黏在具有黏性的身體上，不會被對手奪走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/b088de672c6d701013eae99356e28be0d34e75e7.png
318,利牙鱼,水惡,草電格鬥蟲妖精,身高0.8 m分類凶猛寶可夢體重20.8 kg性別/特性粗糙皮膚特性粗糙皮膚受到攻擊時，用粗糙的皮膚弄傷接觸到自己的對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/c30bd2eece3f4b999be082bfd49eb00a9b97110b.png
319,巨牙鲨,水惡,草電格鬥蟲妖精,身高1.8 m分類凶暴寶可夢體重88.8 kg性別/特性粗糙皮膚特性粗糙皮膚受到攻擊時，用粗糙的皮膚弄傷接觸到自己的對手。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1772155ca13336ff64240c06257f1547dea9e72e.png
319,超级巨牙鲨,水惡,草電格鬥蟲妖精,身高2.5 m分類凶暴寶可夢體重130.3 kg性別/特性強壯之顎特性強壯之顎顎部強壯，會提高啃咬類招式的威力。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ded6e45c471e7442b60719efc241059d8ee93818.png
320,吼吼鲸,水,草電,身高2.0 m分類球鯨寶可夢體重130.0 kg性別/特性水幕遲鈍特性水幕將水幕裹在身上，不會陷入灼傷狀態。特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1e371b9b7d30fbb2e06b808ae490e8b2bd27477b.png
321,吼鲸王,水,草電,身高14.5 m分類浮鯨寶可夢體重398.0 kg性別/特性水幕遲鈍特性水幕將水幕裹在身上，不會陷入灼傷狀態。特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/59f7cf285bda532a39de3040f20ef6fed6c23c6d.png
322,呆火驼,火地面,水地面,身高0.7 m分類遲鈍寶可夢體重24.0 kg性別/特性遲鈍單純特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性單純能力變化會變為平時的２倍。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f0ce0f0c4ab180ab790d03a0b8dceb9925ec3c9d.png
323,喷火驼,火地面,水地面,身高1.9 m分類噴火寶可夢體重220.0 kg性別/特性熔岩鎧甲堅硬岩石特性熔岩鎧甲將熾熱的熔岩覆蓋在身上，不會陷入冰凍狀態。特性堅硬岩石受到效果絕佳的攻擊時，可減弱其威力。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6ef26ba0948b71b449df47a73da48d60e7df88bf.png
323,超级喷火驼,火地面,水地面,身高2.5 m分類噴火寶可夢體重320.5 kg性別/特性強行特性強行招式會失去追加效果，但可以用更高的威力使出招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/401b1515694c03993f751551f505a76585b7680f.png
324,煤炭龟,火,水地面岩石,身高0.5 m分類煤炭寶可夢體重80.4 kg性別/特性白色煙霧日照特性白色煙霧被白色煙霧保護著，不會被對手降低能力。特性日照出場時，會將天氣變為晴朗。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f838f5040357a632ffd49172e050e279da79aebb.png
325,跳跳猪,超能力,蟲幽靈惡,身高0.7 m分類彈跳寶可夢體重30.6 kg性別/特性厚脂肪我行我素特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/f344077453ed49553a75c8c6e12409e4b86d39ee.png
326,噗噗猪,超能力,蟲幽靈惡,身高0.9 m分類操縱寶可夢體重71.5 kg性別/特性厚脂肪我行我素特性厚脂肪被厚厚的脂肪保護著，能夠讓火屬性和冰屬性招式的傷害減半。特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/369dc25a556964d636f28054f6ea8f1555675223.png
327,晃晃斑,一般,格鬥,身高1.1 m分類斑點熊貓寶可夢體重5.0 kg性別/特性我行我素蹣跚特性我行我素因為我行我素，不會陷入混亂狀態。面對威嚇也不會動搖。特性蹣跚陷入混亂狀態時，閃避率會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/6d72b2dce3e16d3c083943b05eef10b89efc2f9f.png
328,大颚蚁,地面,水草冰,身高0.7 m分類蟻獅寶可夢體重15.0 kg性別/特性怪力鉗沙穴特性怪力鉗因為擁有以力量為傲的鉗子，不會被對手降低攻擊。特性沙穴在戰鬥中讓對手無法逃走。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/eceedae11954b6e253088a94fc8d4ce5830a713a.png
329,超音波幼虫,地面龍,冰龍妖精,身高1.1 m分類震動寶可夢體重15.3 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1e28beac98bd9d52fe346f06c64b4c3d4e73148b.png
330,沙漠蜻蜓,地面龍,冰龍妖精,身高2.0 m分類神秘寶可夢體重82.0 kg性別/特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/842de5935ca2e534049c2294abe164d22c253f52.png
331,刺球仙人掌,草,火冰毒飛行蟲,身高0.4 m分類仙人掌寶可夢體重51.3 kg性別/特性沙隱特性沙隱在沙暴中閃避率會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/08c4d0bd21e0f0d9d2d99b6aeb334d658d6c7c9b.png
332,梦歌仙人掌,草惡,火冰格鬥毒飛行蟲妖精,身高1.3 m分類稻草人寶可夢體重77.4 kg性別/特性沙隱特性沙隱在沙暴中閃避率會提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/ace94f428f74aaa5381f18a67b875512307685ff.png
333,青绵鸟,一般飛行,電冰岩石,身高0.4 m分類綿鳥寶可夢體重1.2 kg性別/特性自然回復特性自然回復異常狀態會在離場後治癒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/26b9e1a44d8132826a66902935baf612a684c5c4.png
334,七夕青鸟,龍飛行,冰岩石龍妖精,身高1.1 m分類哼唱寶可夢體重20.6 kg性別/特性自然回復特性自然回復異常狀態會在離場後治癒。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0583f1badf583c486638ee75c63e8abcab20761a.png
334,超级七夕青鸟,龍妖精,冰毒鋼妖精,身高1.5 m分類哼唱寶可夢體重20.6 kg性別/特性妖精皮膚特性妖精皮膚一般屬性的招式會變為妖精屬性。威力會少量提高。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/72bee8e3be7ff19e143a61281b1b753e4b1c6cfb.png
335,猫鼬斩,一般,格鬥,身高1.3 m分類貓鼬寶可夢體重40.3 kg性別/特性免疫特性免疫因為體內擁有免疫能力，不會陷入中毒狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/0f40a89ed68c4539ee864e432980b73af7e46b7a.png
336,饭匙蛇,毒,地面超能力,身高2.7 m分類牙蛇寶可夢體重52.5 kg性別/特性蛻皮特性蛻皮透過蛻去身上的皮，有時會治癒異常狀態。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/30c40ba00673e1c9b979752477ad740397a6bcd7.png
337,月石,岩石超能力,水草地面蟲幽靈惡鋼,身高1.0 m分類隕石寶可夢體重168.0 kg性別特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/1361445d102f53120406033174f81254e83c1a77.png
338,太阳岩,岩石超能力,水草地面蟲幽靈惡鋼,身高1.2 m分類隕石寶可夢體重154.0 kg性別特性飄浮特性飄浮從地面浮起，從而不會受到地面屬性招式的攻擊。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/88fa12f4bcea6b739baf4f6e5a57662360cff123.png
339,泥泥鳅,水地面,草,身高0.4 m分類鬚魚寶可夢體重1.9 kg性別/特性遲鈍危險預知特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/9ad4f081bac9acb6cf6b865b33a3ff960efdbb34.png
340,鲶鱼王,水地面,草,身高0.9 m分類鬚魚寶可夢體重23.6 kg性別/特性遲鈍危險預知特性遲鈍感覺遲鈍，不會陷入著迷和被挑釁狀態。面對威嚇也不會動搖。特性危險預知察覺對手持有的危險招式。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/a4dfef7af997fdd8ffec571ac370f1c9f04dc066.png
341,龙虾小兵,水,草電,身高0.6 m分類無賴寶可夢體重11.5 kg性別/特性怪力鉗硬殼盔甲特性怪力鉗因為擁有以力量為傲的鉗子，不會被對手降低攻擊。特性硬殼盔甲被堅硬的殼保護著，對手的攻擊不會擊中要害。,https://tw.portal-pokemon.com/play/resources/pokedex/img/pm/44c7090c460ef1724f454facf78bc1a393e5aaef.png
