姓名,进化,属性,弱点,身高,体重,特征,数据
珍珠贝,猎斑鱼,水,草电,0.4,52.5,硬壳盔甲,双壳贝宝可梦别看牠长这样，牠可是肉食性的。会用２片外壳牢牢夹住猎物，直到猎物完全不动了才会放开。被坚硬的壳保护着，对手的攻击不会击中要害。
猎斑鱼,猎斑鱼,水,草电,1.7,27,悠游自如,深海宝可梦游泳能力不怎么强，会挥动尾巴来吸引猎物，趁猎物靠近的时候一口咬住。天气为下雨时，速度会提高。
樱花鱼,樱花鱼,水,草电,1.8,22.6,悠游自如,南海宝可梦体色会随著水温而变化，阿罗拉的樱花鱼呈现著耀眼夺目的鲜艳色彩。天气为下雨时，速度会提高。
古空棘鱼,古空棘鱼,水岩石,草电,1,23.4,悠游自如,长寿宝可梦曾被认为已经绝种。古空棘鱼名字的由来是取自发现者的名字。天气为下雨时，速度会提高。特坚硬脑袋即使使出会受反作用力伤害的招式，ＨＰ也不会减少。
爱心鱼,爱心鱼,水,草电,0.6,8.7,悠游自如,相随宝可梦心形的外型很受欢迎。有些地方仍留有送爱心鱼给心上人的习俗。自如天气为下雨时，速度会提高。
宝贝龙,甲壳龙,龙,冰龙,0.6,42.1,坚硬脑袋,坚硬脑袋宝可梦脑袋有如钢铁般坚硬，就连岩石都能撞得粉碎。会一直等待长出翅膀的那一刻。即使使出会受反作用力伤害的招式，ＨＰ也不会减少。
甲壳龙,暴飞龙,龙,冰龙,1.1,110.5,坚硬,耐力宝可梦细胞在壳中以爆发般的速度变化，正在为进化做准备。即使使出会受反作用力伤害的招式，ＨＰ也不会减少。
暴飞龙,超级暴飞龙,龙飞行,冰岩,1.5,102.6,威吓,龙宝可梦用终于长出来的翅膀在浩瀚的天空翱翔。高兴地喷出火焰，将大地变成一片火海。出场时威吓对手，使其退缩，从而降低对手的攻击。
超级暴飞龙,超级暴飞龙,龙飞行,冰岩,1.8,112.6,飞行,龙宝可梦牠引以为傲的一对翅膀因强大的能量而扭曲相黏。备感压力的牠为此四处大闹。一般属的招式会变为飞行属。威力会少量提高。
铁哑铃,金属怪,钢超能力,火,0.6,95.2,纯净之躯,铁球宝可梦 在体内循环的不是血液而是磁力。当牠身体状况不好的时候就拿磁铁给牠吧。不会因对手的招式或特性而被降低能力。
金属怪,巨金怪,钢超能力,火,1.2,202.5,纯净之躯,铁爪宝可梦会从２个大脑发射出强大的精神能量，借此封锁猎物的行动。不会因对手的招式或特性而被降低能力。
巨金怪,超级巨金怪,钢超能力,火,1.6,550,纯净之躯,铁足宝可梦除了精神力量，也以怪力为傲。会用４只脚捕捉猎物，再用钢铁爪子封锁对方的行动。不会因对手的招式或特性而被降低能力。
超级巨金怪,超级巨金怪,钢超能力,火,2.5,942.9,硬爪,铁足宝可梦头脑变得更加优秀了。结果使得牠的战斗冷酷到令人不忍卒睹。接触到对手的招式威力会提高。
雷吉洛克,雷吉艾斯,岩石,水草,1.7,230,纯净之躯,岩山宝可梦过去曾被人封印的宝可梦。据说如果身体在战斗中损坏，就会自己寻找新的岩石来修复。不会因对手的招式或特性而被降低能力。
雷吉艾斯,雷吉斯奇鲁,冰,火,1.8,175,纯净之躯,冰山宝可梦身体是由冰河时期形成的冰构成，即便用火焰也无法融化。能操控零下２００度的寒气。不会因对手的招式或特性而被降低能力。
雷吉斯奇鲁,雷吉斯奇鲁,钢,火,1.9,205,纯净之躯,黑金宝可梦拥有比任何金属都坚硬的身体。身体内部好像是空洞，没有人知道这种宝可梦平常是吃什么。不会因对手的招式或特性而被降低能力。
拉帝亚斯,超级拉帝亚斯,龙超能力,冰虫,1.4,40,飘浮,无限宝可梦能敏锐地感知人心。一旦察觉到敌意就会竖起全身羽毛，用激烈的叫声威吓对方。从地面浮起，从而不会受到地面属招式的攻击。
超级拉帝亚斯,超级拉帝亚斯,龙超能力,冰虫,1.8,52,飘浮,无限宝可梦能敏锐地感知人心。一旦察觉到敌意就会竖起全身羽毛，用激烈的叫声威吓对方。从地面浮起，从而不会受到地面属招式的攻击。
拉帝欧斯,超级拉帝欧斯,龙超能力,冰虫,2,60,飘浮,无限宝可梦拥有将所见所思用影像展现给对方的能力。能理解人类的语言。从地面浮起，从而不会受到地面属招式的攻击。
超级拉帝欧斯,超级拉帝欧斯,龙超能力,冰虫,2.3,70,飘浮,无限宝可梦拥有将所见所思用影像展现给对方的能力。能理解人类的语言。从地面浮起，从而不会受到地面属招式的攻击。
盖欧卡,盖欧卡,水,草电,4.5,352,降雨,海底宝可梦利用自然能量进行原始回归，回到了原本的样子。拥有呼风唤雨扩张海洋的力量。出场时，会将天气变为下雨。
固拉多,固拉多,地面,水草,3.5,950,日照,大陆宝可梦被认为是大地化身的宝可梦。传说中牠为了寻求自然的能量，曾不断与盖欧卡争斗。出场时，会将天气变为晴朗。
烈空坐,超级烈空坐,龙飞行,冰岩,7,206.5,气闸,天空宝可梦据说已经生存了数亿年。世上留存著牠调解了固拉多与盖欧卡之间争斗的传说。所有天气的影响都会消失。
超级烈空坐,超级烈空坐,龙飞行,冰岩,10.8,392,德尔塔气流,天空宝可梦据说已经生存了数亿年。世上留存著牠调解了固拉多与盖欧卡之间争斗的传说。气流变为令飞行属的弱点消失的天气。
基拉祈,基拉祈,钢超能力,火,0.3,1.1,天恩,祈愿宝可梦传说中牠会在醒来时实现写在牠头上短笺里的愿望。当感知到危险时，会在睡梦中战斗。受到上天保佑，容易出现招式的追加效果。
代欧奇希斯,代欧奇希斯,超能力,虫,1.7,60.8,压迫,ＤＮＡ宝可梦宇宙病毒的ＤＮＡ受到雷射光照射后发生突变而诞生的宝可梦。胸部的水晶体好像是牠的大脑。感给予对手压迫感，大量减少其使用招式的ＰＰ。
草苗龟,树林龟,草,火,0.4,10.2,茂盛,嫩叶宝可梦沐浴著阳光，用全身进行光合作用。甲壳是泥土变硬后形成的。ＨＰ减少的时候，草属的招式威力会提高。
树林龟,土台龟,草,火,1.1,97,茂盛,嫩叶宝可梦古时候的人们曾经想像过，在大地的底下存在著巨大的土台龟。ＨＰ减少的时候，草属的招式威力会提高。
土台龟,土台龟,草地面,火冰,2.2,310,茂盛,大陆宝可梦生活在森林中的水边。白天会去森林的外面，让甲壳上的树木晒晒太阳。ＨＰ减少的时候，草属的招式威力会提高。
小火焰猴,勐火猴,火,水,0.5,6.2,勐火,小猴宝可梦屁股上的火焰是以肚子里产生的瓦斯为燃料。即使被雨淋到也不会熄灭。ＨＰ减少的时候，火属的招式威力会提高。
勐火猴,烈焰猴,火格斗,水,0.9,22,勐火,顽皮宝可梦能熟练地控制尾部火焰的火势，以自己擅长的距离进行战斗。ＨＰ减少的时候，火属的招式威力会提高。
烈焰猴,烈焰猴,火格斗,水,1.2,55,勐火,火焰宝可梦性格像头上燃烧的火焰般激烈。在速度方面没有任何宝可梦可以匹敌。ＨＰ减少的时候，火属的招式威力会提高。
波加曼,波皇子,水,草电,0.4,5.2,激流,企鹅宝可梦非常讨厌被别人照顾。因为不肯听训练家的指示，要和牠变得亲密是很困难的。ＨＰ减少的时候，水属的招式威力会提高。
波皇子,帝王拿波,水,草电,0.8,23,激流,企鹅宝可梦总是独来独往，从不集结成群。所有的波皇子似乎都认为自己是最了不起的。ＨＰ减少的时候，水属的招式威力会提高。
帝王拿波,帝王拿波,水钢,电,1.7,84.5,激流,皇帝宝可梦能以不输水上摩托车的速度游泳。翅膀的边缘十分锋利，甚至能够切断浮冰。ＨＰ减少的时候，水属的招式威力会提高。
姆克儿,姆克鸟,一般飞行,电冰,0.3,2,锐利目光,椋鸟宝可梦为了猎捕虫宝可梦，以庞大的群体在山野间飞来飞去。叫声非常吵闹。靠着锐利的目光，命中率不会被降低。
姆克鸟,姆克鹰,一般飞行,电冰,0.6,15.5,威吓,椋鸟宝可梦 心知肚明自己的弱小，所以平时都是群体生活。单独行动时会发出吵闹的叫声。出场时威吓对手，使其退缩，从而降低对手的攻击。
姆克鹰,姆克鹰,一般飞行,电冰,1.2,24.9,威吓,猛禽宝可梦变成姆克鹰后，就会脱离群体独自生活。拥有强韧的翅膀。出场时威吓对手，使其退缩，从而降低对手的攻击。
大牙狸,大尾狸,一般,格斗,0.5,20,单纯,圆鼠宝可梦遇到任何事都不慌不忙，神经很大条的家伙。能做出与外表不相称的灵敏动作。能力变化会变为平时的２倍。特纯朴可无视对手能力的变化，进行攻击。
大尾狸,大尾狸,一般水,草电,1,31.5,单纯,河狸宝可梦会勤劳地把用锐利的门牙啃断的树枝和树根堆积起来，在水边筑起巢穴。能力变化会变为平时的２倍。特纯朴可无视对手能力的变化，进行攻击。
圆法师,音箱蟀,虫,火,0.3,2.2,蜕皮, 蟋蟀宝可梦每当脚短短的牠快要跌倒时，坚硬的触角就会互相摩擦，发出如木琴般的声响。透过蜕去身上的皮，有时会治愈异常状态。
音箱蟀,音箱蟀,虫,火,1,25.5,虫之,蟋蟀宝可梦透过让声音在身体里的空洞回响，自己的叫声就可以变得清脆悦耳。预感ＨＰ减少的时候，虫属的招式威力会提高。
小猫怪,勒克猫,电,地面,0.5,9.5,斗争心,闪光宝可梦每当活动身体时，肌肉的伸缩会产生电流。当遇上危机时，身体会发光。面对别相同的对手，会燃起斗争心，变得更强。面对别不同的对手时则会变弱。特威吓出场时威吓对手，使其退缩，从而降低对手的攻击。
勒克猫,伦琴猫,电,地面,0.9,30.5,斗争心,电光宝可梦在锐利的爪子尖端有强烈的电流流过，只要稍微擦到，就能让敌人晕厥。面对别相同的对手，会燃起斗争心，变得更强。面对别不同的对手时则会变弱。特威吓出场时威吓对手，使其退缩，从而降低对手的攻击。
伦琴猫,伦琴猫,电,地面,1.4,42,斗争心,目光宝可梦拥有能看见墙壁另一侧的力量，除了可以用来追捕逃跑的猎物，还可以用来寻找迷路的孩子。面对别相同的对手，会燃起斗争心，变得更强。面对别不同的对手时则会变弱。特威吓出场时威吓对手，使其退缩，从而降低对手的攻击。
含羞苞,毒蔷薇,草毒,火冰,0.2,1.2,自然回复,花苞宝可梦会散布带有毒素的花粉。培育时所用的水越干净，所含有的毒性就越高。异常状态会在离场后治愈。特毒刺有时会让接触到自己的对手陷入中毒状态。
罗丝雷朵,罗丝雷朵,草毒,火冰,0.9,14.5,自然回复,花束宝可梦会用馥郁芬芳的花香迷惑敌人，并用荆棘上的鞭子猛力抽打对方。异常状态会在离场后治愈。特毒刺有时会让接触到自己的对手陷入中毒状态。
头盖龙,战槌龙,岩石,水草,0.9,31.5,破格,头锤宝可梦太古时代的宝可梦。拥有坚硬而结实的头盖骨，但是头脑相当不灵光。可不受特影响，向对手使出招式。
战槌龙,战槌龙,岩石,水草,1.6,102.5,破格,头锤宝可梦古时候人们会挖出牠的化石，用比钢铁还要坚硬的头盖骨制作头盔。可不受特影响，向对手使出招式。
盾甲龙,护城龙,岩石钢,水,0.5,57,结实,护盾宝可梦草食性的温驯宝可梦。会用结实的脸部皮肤挖掘地面，连树根之类的东西也会吃。在ＨＰ全满时受到招式攻击不会被一击打倒。一击必杀的招式也没有效果。
护城龙,护城龙,岩石钢,水,1.3,149.5,结实,护盾宝可梦脸部的骨头又大又硬，所以在复原成功之前一直被误认为是脊椎骨。在ＨＰ全满时受到招式攻击不会被一击打倒。一击必杀的招式也没有效果。
结草儿,结草贵妇,虫,火,0.2,3.4,蜕皮,蓑衣虫宝可梦为了抵御秋冬时节的寒风，会用小树枝和落叶当材料，做成蓑衣裹在身上。透过蜕去身上的皮，有时会治愈异常状态。
结草贵妇,结草贵妇,虫草,火,0.5,6.5,危险,蓑衣虫宝可梦为了抵御秋冬时节的寒风，会用小树枝和落叶当材料，做成蓑衣裹在身上。预知察觉对手持有的危险招式。
绅士蛾,绅士蛾,虫飞行,火电,0.9,23.3,虫之预感,蓑衣蛾宝可梦非常爱吃花蜜。会抢夺三蜜蜂采集到的花蜜，然后自己吃掉。ＨＰ减少的时候，虫属的招式威力会提高。
三蜜蜂,蜂女王,虫飞行,火电,0.3,5.5,采蜜,幼蜂宝可梦到了晚上就会有１００只左右的三蜜蜂集聚成堆，依偎著彼此睡觉。战斗结束时，有时候会捡来甜甜蜜。
蜂女王,蜂女王,虫飞行,火电,1.2,38.5,压迫感,蜂巢宝可梦身体是孩子们的巢穴。会释放出各式各样的费洛蒙，自由自在地控制孩子们。给予对手压迫感，大量减少其使用招式的ＰＰ。
帕奇利兹,帕奇利兹,电,地面,0.4,3.9,逃跑,电松鼠宝可梦双颊上有电囊的宝可梦的一员。储存的电力会从尾巴释放出去。一定能从野生宝可梦那里逃走。特性捡拾有时会捡来对手用过的道具。冒险过程中也会捡来。
泳圈鼬,浮潜鼬,水,草电,0.7,29.5,悠游自如,海鼬宝可梦像螺旋桨一样旋转的尾巴除了能够让牠在水里游泳，还能切断缠住自己的海草。天气为下雨时，速度会提高。
浮潜鼬,浮潜鼬,水,草电,1.1,33.5,悠游自如,海鼬宝可梦膨胀起浮囊后就能让人坐在自己背上。排出浮囊的气来潜水。天气为下雨时，速度会提高。
樱花宝,樱花儿,草,火,0.4,3.3,叶绿素,樱桃宝可梦牠营养丰富的小球是鸟宝可梦的最爱。为了不被啄到而四处逃跑。天气为晴朗时，速度会提高。
樱花儿,樱花儿,草,火,0.5,9.3,花之礼,樱花宝可梦花苞形态时性情稳重，几乎不会动，只是静静地等待太阳光的出现。天气为晴朗时，自己和同伴的攻击和特防能力会提高。
无壳海兔,海兔兽,水,草电,0.3,6.3,黏着,海兔宝可梦过去背上曾经有贝壳。与大舌贝等宝可梦是相近的物种。会黏在具有黏的身体上，不会被对手夺走。特引水将水属的招式引到自己身上，不但不会受到伤害，反而会提高特攻。
海兔兽,海兔兽,水地面,草,0.9,29.9,黏着,海兔宝可梦满身黏液，湿湿稠稠。以前这个样子的数量压倒性地多。 会黏在具有黏的身体上，不会被对手夺走。特引水将水属的招式引到自己身上，不但不会受到伤害，反而会提高特攻。
